timestamp,state,wp_idx,heading_deg,target_heading_deg,rel_alt,vfr_alt,fwd_pwm,yaw_pwm,duration_left,zed_x,zed_y,zed_yaw_deg,cube_ax,cube_ay,cube_az,cube_gx,cube_gy,cube_gz,zed_ax,zed_ay,zed_az,zed_gx,zed_gy,zed_gz,ekf_x,ekf_y,ekf_z,ekf_yaw_deg,zed_fps,zed_diag
1787112914.284,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.000,0.000,0.00,0.245,-1.667,9.650,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.0,OK
1787112914.334,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.000,0.000,0.00,0.245,-1.667,9.650,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.0,OK
1787112914.384,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.000,0.000,0.00,0.245,-1.667,9.650,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.0,OK
1787112914.434,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.000,0.000,0.00,0.245,-1.667,9.650,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.0,OK
1787112914.484,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.000,0.000,0.00,0.245,-1.667,9.650,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.0,OK
1787112914.534,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.000,0.000,0.00,0.245,-1.667,9.650,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.0,OK
1787112914.584,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.000,0.000,0.00,0.245,-1.667,9.650,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.0,OK
1787112914.634,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.000,0.000,0.00,0.245,-1.667,9.650,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.0,OK
1787112914.684,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.000,0.000,0.00,0.245,-1.667,9.650,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.0,OK
1787112914.734,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.000,0.000,0.00,0.245,-1.677,9.640,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.0,OK
1787112914.784,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.000,0.000,0.00,0.245,-1.667,9.660,-0.001,-0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.0,OK
1787112914.834,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.000,0.000,0.00,0.245,-1.667,9.660,-0.001,-0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.0,OK
1787112914.884,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.000,0.000,0.00,0.245,-1.667,9.660,-0.001,-0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.0,OK
1787112914.934,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.000,0.000,0.00,0.245,-1.667,9.660,-0.001,-0.000,-0.001,-9.634,-1.739,0.342,0.002,-0.001,0.001,0.000,0.000,0.000,0.00,0.0,OK
1787112914.984,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.105,-0.878,-60.44,0.245,-1.667,9.660,-0.001,-0.000,-0.001,-9.627,-1.719,0.337,-0.001,0.000,0.001,0.000,0.000,0.000,0.00,0.0,OK
1787112915.033,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.156,-0.801,-66.10,0.245,-1.667,9.650,0.000,0.000,0.000,-9.639,-1.727,0.332,-0.001,-0.001,0.003,0.000,0.000,0.000,0.00,0.0,OK
1787112915.083,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.164,-0.789,-66.92,0.245,-1.667,9.650,0.000,0.000,0.000,-9.627,-1.739,0.337,-0.002,-0.002,-0.001,0.000,0.000,0.000,0.00,0.0,OK
1787112915.133,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.164,-0.789,-66.92,0.245,-1.667,9.650,0.000,0.000,0.000,-9.653,-1.732,0.315,-0.001,-0.002,-0.001,0.000,0.000,0.000,0.00,0.0,OK
1787112915.184,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.176,-0.765,-67.99,0.245,-1.667,9.650,0.000,0.000,0.000,-9.641,-1.739,0.327,0.001,-0.001,-0.002,0.000,0.000,0.000,0.00,0.0,OK
1787112915.234,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.162,-0.789,-67.84,0.245,-1.667,9.650,0.000,0.000,0.000,-9.634,-1.717,0.332,-0.004,0.004,-0.000,0.000,0.000,0.000,0.00,0.0,OK
1787112915.283,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.162,-0.789,-67.47,0.245,-1.677,9.650,-0.000,0.000,-0.000,-9.627,-1.734,0.325,-0.000,-0.000,-0.000,0.000,0.000,0.000,0.00,0.0,OK
1787112915.334,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.162,-0.789,-67.47,0.245,-1.677,9.650,-0.000,0.000,-0.000,-9.631,-1.746,0.337,-0.001,-0.003,-0.003,0.000,0.000,0.000,0.00,0.0,OK
1787112915.383,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.164,-0.786,-68.90,0.245,-1.677,9.650,-0.000,0.000,-0.000,-9.636,-1.736,0.334,-0.002,-0.000,0.001,0.000,0.000,0.000,0.00,0.0,OK
1787112915.434,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.163,-0.794,-68.66,0.245,-1.677,9.650,-0.000,0.000,-0.000,-9.634,-1.743,0.310,0.001,-0.002,-0.002,0.000,0.000,0.000,0.00,0.0,OK
1787112915.483,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.163,-0.794,-68.66,0.245,-1.677,9.650,-0.000,0.000,-0.000,-9.622,-1.734,0.334,-0.000,0.002,-0.002,0.000,0.000,0.000,0.00,0.0,OK
1787112915.534,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.163,-0.794,-68.66,0.235,-1.677,9.650,-0.000,0.000,0.000,-9.629,-1.729,0.351,0.001,-0.003,0.002,0.000,0.000,0.000,0.00,9.0,OK
1787112915.583,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.163,-0.794,-68.66,0.235,-1.677,9.650,-0.000,0.000,0.000,-9.651,-1.727,0.325,-0.000,0.003,0.000,0.000,0.000,0.000,0.00,9.0,OK
1787112915.634,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.163,-0.794,-68.66,0.235,-1.677,9.650,-0.000,0.000,0.000,-9.634,-1.751,0.332,0.000,-0.001,-0.002,0.000,0.000,0.000,0.00,9.0,OK
1787112915.684,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.163,-0.794,-68.66,0.235,-1.677,9.650,-0.000,0.000,0.000,-9.656,-1.724,0.320,-0.000,-0.002,-0.001,0.000,0.000,0.000,0.00,9.0,OK
1787112915.734,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.163,-0.794,-68.66,0.235,-1.677,9.650,-0.000,0.000,0.000,-9.636,-1.739,0.315,0.001,-0.001,0.002,0.000,0.000,0.000,0.00,9.0,OK
1787112915.784,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.162,-0.799,-69.76,0.245,-1.667,9.650,0.000,0.000,0.000,-9.643,-1.729,0.327,0.000,-0.000,-0.001,0.000,0.000,0.000,0.00,9.0,OK
1787112915.834,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.161,-0.795,-68.77,0.245,-1.667,9.650,0.000,0.000,0.000,-9.631,-1.731,0.325,0.005,-0.000,0.001,0.000,0.000,0.000,0.00,9.0,OK
1787112915.883,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.158,-0.794,-68.03,0.245,-1.667,9.650,0.000,0.000,0.000,-9.662,-1.744,0.327,0.001,0.002,-0.000,0.000,0.000,0.000,0.00,9.0,OK
1787112915.934,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.158,-0.794,-68.03,0.245,-1.667,9.650,0.000,0.000,0.000,-9.651,-1.732,0.339,0.000,-0.003,0.001,0.000,0.000,0.000,0.00,9.0,OK
1787112915.984,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.159,-0.794,-67.95,0.245,-1.667,9.650,0.000,0.000,0.000,-9.636,-1.717,0.339,-0.002,-0.001,-0.000,0.000,0.000,0.000,0.00,9.0,OK
1787112916.034,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.155,-0.799,-68.42,0.255,-1.667,9.650,0.000,-0.000,-0.000,-9.634,-1.727,0.322,0.000,-0.001,0.000,0.000,0.000,0.000,0.00,9.0,OK
1787112916.084,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.203,-0.848,-70.16,0.255,-1.667,9.650,0.000,-0.000,-0.000,-9.660,-1.732,0.330,-0.001,-0.000,-0.000,0.000,0.000,0.000,0.00,9.0,OK
1787112916.134,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.203,-0.848,-70.16,0.255,-1.667,9.650,0.000,-0.000,-0.000,-9.634,-1.731,0.342,-0.001,0.001,-0.001,0.000,0.000,0.000,0.00,9.0,OK
1787112916.183,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.197,-0.857,-68.98,0.255,-1.667,9.650,0.000,-0.000,-0.000,-9.639,-1.731,0.327,0.001,-0.001,0.001,0.000,0.000,0.000,0.00,9.0,OK
1787112916.233,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.198,-0.877,-69.68,0.255,-1.667,9.650,0.000,-0.000,-0.000,-9.629,-1.736,0.322,-0.001,-0.001,0.000,0.000,0.000,0.000,0.00,9.0,OK
1787112916.283,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.196,-0.882,-70.07,0.245,-1.667,9.650,0.000,0.000,-0.000,-9.629,-1.739,0.330,-0.000,0.000,0.001,0.000,0.000,0.000,0.00,9.0,OK
1787112916.334,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.196,-0.882,-70.07,0.245,-1.667,9.650,0.000,0.000,-0.000,-9.656,-1.741,0.334,0.001,-0.001,0.000,0.000,0.000,0.000,0.00,9.0,OK
1787112916.384,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.210,-0.873,-72.31,0.245,-1.667,9.650,0.000,0.000,-0.000,-9.643,-1.729,0.322,0.001,-0.000,0.000,0.000,0.000,0.000,0.00,9.0,OK
1787112916.434,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.210,-0.873,-72.31,0.245,-1.667,9.650,0.000,0.000,-0.000,-9.636,-1.727,0.334,-0.002,-0.002,-0.001,0.000,0.000,0.000,0.00,9.0,OK
1787112916.483,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.205,-0.878,-70.15,0.245,-1.667,9.650,0.000,0.000,-0.000,-9.644,-1.717,0.322,0.000,-0.004,-0.002,0.000,0.000,0.000,0.00,9.0,OK
1787112916.533,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.205,-0.878,-70.15,0.245,-1.677,9.650,-0.000,-0.000,-0.000,-9.641,-1.729,0.339,-0.002,0.000,-0.000,0.000,0.000,0.000,0.00,9.0,OK
1787112916.584,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.204,-0.877,-70.12,0.245,-1.677,9.650,-0.000,-0.000,-0.000,-9.638,-1.722,0.337,-0.000,-0.002,0.000,0.000,0.000,0.000,0.00,15.2,OK
1787112916.633,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.201,-0.878,-69.54,0.245,-1.677,9.650,-0.000,-0.000,-0.000,-9.641,-1.734,0.325,0.001,0.001,0.002,0.000,0.000,0.000,0.00,15.2,OK
1787112916.683,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.201,-0.878,-69.51,0.245,-1.677,9.650,-0.000,-0.000,-0.000,-9.639,-1.729,0.327,0.002,-0.000,-0.001,0.000,0.000,0.000,0.00,15.2,OK
1787112916.734,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.201,-0.878,-69.51,0.245,-1.677,9.650,-0.000,-0.000,-0.000,-9.622,-1.741,0.337,0.002,0.001,0.002,0.000,0.000,0.000,0.00,15.2,OK
1787112916.784,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.202,-0.879,-69.59,0.245,-1.667,9.640,-0.000,0.000,0.000,-9.636,-1.739,0.327,-0.007,0.002,-0.001,0.000,0.000,0.000,0.00,15.2,OK
1787112916.834,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.200,-0.877,-69.96,0.245,-1.667,9.640,-0.000,0.000,0.000,-9.653,-1.736,0.337,0.003,-0.001,-0.000,0.000,0.000,0.000,0.00,15.2,OK
1787112916.884,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.201,-0.879,-70.55,0.245,-1.667,9.640,-0.000,0.000,0.000,-9.631,-1.736,0.327,0.004,-0.000,0.001,0.000,0.000,0.000,0.00,15.2,OK
1787112916.933,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.201,-0.879,-70.55,0.245,-1.667,9.640,-0.000,0.000,0.000,-9.631,-1.736,0.325,-0.002,-0.001,0.000,0.000,0.000,0.000,0.00,15.2,OK
1787112916.984,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.211,-0.877,-72.67,0.245,-1.667,9.640,-0.000,0.000,0.000,-9.641,-1.732,0.334,-0.001,0.002,-0.001,0.000,0.000,0.000,0.00,15.2,OK
1787112917.033,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.213,-0.877,-73.00,0.245,-1.667,9.650,0.000,-0.000,0.000,-9.629,-1.743,0.330,-0.000,-0.001,-0.000,0.000,0.000,0.000,0.00,15.2,OK
1787112917.084,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.220,-0.874,-74.80,0.245,-1.667,9.650,0.000,-0.000,0.000,-9.646,-1.732,0.322,-0.001,-0.000,0.000,0.000,0.000,0.000,0.00,15.2,OK
1787112917.133,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.220,-0.874,-74.80,0.245,-1.667,9.650,0.000,-0.000,0.000,-9.636,-1.736,0.320,-0.004,0.004,-0.002,0.000,0.000,0.000,0.00,15.2,OK
1787112917.184,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.221,-0.874,-74.93,0.245,-1.667,9.650,0.000,-0.000,0.000,-9.639,-1.727,0.334,-0.001,0.000,-0.002,0.000,0.000,0.000,0.00,15.2,OK
1787112917.233,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.221,-0.874,-74.93,0.245,-1.667,9.650,0.000,-0.000,0.000,-9.636,-1.751,0.315,0.000,0.000,0.002,0.000,0.000,0.000,0.00,15.2,OK
1787112917.283,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.221,-0.874,-74.93,0.235,-1.657,9.660,0.000,-0.001,0.000,-9.631,-1.741,0.341,0.000,0.002,-0.002,0.000,0.000,0.000,0.00,15.2,OK
1787112917.334,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.221,-0.874,-74.93,0.235,-1.657,9.660,0.000,-0.001,0.000,-9.643,-1.746,0.327,0.001,-0.002,-0.002,0.000,0.000,0.000,0.00,15.2,OK
1787112917.384,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.217,-0.873,-74.37,0.235,-1.657,9.660,0.000,-0.001,0.000,-9.653,-1.744,0.332,-0.002,0.001,0.001,0.000,0.000,0.000,0.00,15.2,OK
1787112917.433,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.220,-0.870,-75.61,0.235,-1.657,9.660,0.000,-0.001,0.000,-9.646,-1.739,0.322,0.000,-0.000,0.001,0.000,0.000,0.000,0.00,15.2,OK
1787112917.484,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.221,-0.870,-75.73,0.235,-1.657,9.660,0.000,-0.001,0.000,-9.629,-1.736,0.329,-0.000,0.000,0.000,0.000,0.000,0.000,0.00,15.2,OK
1787112917.533,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.221,-0.870,-75.73,0.245,-1.667,9.640,0.000,0.000,0.000,-9.631,-1.729,0.325,-0.000,-0.001,0.003,0.000,0.000,0.000,0.00,15.2,OK
1787112917.583,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.231,-0.855,-78.13,0.245,-1.667,9.640,0.000,0.000,0.000,-9.641,-1.731,0.334,0.000,-0.000,-0.001,0.000,0.000,0.000,0.00,15.2,OK
1787112917.634,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.231,-0.855,-78.13,0.245,-1.667,9.640,0.000,0.000,0.000,-9.632,-1.729,0.327,0.000,-0.001,-0.000,0.000,0.000,0.000,0.00,14.3,OK
1787112917.684,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.231,-0.855,-78.13,0.245,-1.667,9.640,0.000,0.000,0.000,-9.643,-1.734,0.325,0.001,0.001,0.000,0.000,0.000,0.000,0.00,14.3,OK
1787112917.734,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.236,-0.843,-78.99,0.245,-1.667,9.640,0.000,0.000,0.000,-9.641,-1.729,0.337,0.001,-0.001,-0.001,0.000,0.000,0.000,0.00,14.3,OK
1787112917.784,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.228,-0.849,-77.74,0.245,-1.667,9.640,0.001,0.000,-0.000,-9.636,-1.724,0.337,-0.002,0.002,0.000,0.000,0.000,0.000,0.00,14.3,OK
1787112917.834,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.222,-0.861,-75.57,0.245,-1.667,9.640,0.001,0.000,-0.000,-9.641,-1.731,0.322,0.001,-0.001,-0.002,0.000,0.000,0.000,0.00,14.3,OK
1787112917.884,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.222,-0.861,-75.48,0.245,-1.667,9.640,0.001,0.000,-0.000,-9.636,-1.712,0.329,0.000,0.003,-0.000,0.000,0.000,0.000,0.00,14.3,OK
1787112917.933,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.222,-0.861,-75.48,0.245,-1.667,9.640,0.001,0.000,-0.000,-9.639,-1.731,0.349,-0.001,-0.001,0.000,0.000,0.000,0.000,0.00,14.3,OK
1787112917.983,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.220,-0.862,-74.82,0.245,-1.667,9.640,0.001,0.000,-0.000,-9.627,-1.729,0.334,0.001,0.002,0.001,0.000,0.000,0.000,0.00,14.3,OK
1787112918.034,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.219,-0.862,-74.82,0.245,-1.677,9.650,0.000,0.000,0.000,-9.641,-1.734,0.334,-0.000,0.004,0.001,0.000,0.000,0.000,0.00,14.3,OK
1787112918.084,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.218,-0.866,-74.04,0.245,-1.677,9.650,0.000,0.000,0.000,-9.646,-1.732,0.337,-0.003,0.001,-0.001,0.000,0.000,0.000,0.00,14.3,OK
1787112918.134,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.218,-0.866,-74.04,0.245,-1.677,9.650,0.000,0.000,0.000,-9.646,-1.724,0.341,0.003,0.001,0.001,0.000,0.000,0.000,0.00,14.3,OK
1787112918.183,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.219,-0.867,-74.14,0.245,-1.677,9.650,0.000,0.000,0.000,-9.638,-1.743,0.339,-0.000,0.003,-0.000,0.000,0.000,0.000,0.00,14.3,OK
1787112918.234,WAITING_FOR_PATH,0,341.00,0.00,-0.09,-0.23,1500,1500,0.00,0.216,-0.866,-73.71,0.245,-1.677,9.650,0.000,0.000,0.000,-9.653,-1.736,0.339,0.000,0.000,-0.003,0.000,0.000,0.000,0.00,14.3,OK
1787112918.284,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.218,-0.864,-74.41,0.245,-1.677,9.650,0.000,-0.000,-0.000,-9.634,-1.748,0.327,0.000,-0.002,0.002,0.000,0.000,0.000,0.00,14.3,OK
1787112918.333,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.218,-0.864,-74.41,0.245,-1.677,9.650,0.000,-0.000,-0.000,-9.634,-1.727,0.329,-0.001,-0.001,-0.000,0.000,0.000,0.000,0.00,14.3,OK
1787112918.383,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.219,-0.863,-75.68,0.245,-1.677,9.650,0.000,-0.000,-0.000,-9.629,-1.739,0.342,0.002,-0.001,-0.001,0.000,0.000,0.000,0.00,14.3,OK
1787112918.434,WAITING_FOR_PATH,0,341.00,0.00,-0.10,-0.23,1500,1500,0.00,0.221,-0.867,-76.12,0.245,-1.677,9.650,0.000,-0.000,-0.000,-9.631,-1.715,0.332,0.000,0.003,0.000,0.000,0.000,0.000,0.00,14.3,OK
