t_sec,x_m,y_m,z_m,yaw_deg,dist_from_origin_m
44.470,-0.7343,-0.0964,-0.1415,46.34,0.7540
44.503,-0.7341,-0.0965,-0.1459,46.41,0.7547
44.537,-0.7325,-0.0951,-0.1491,46.26,0.7535
44.570,-0.7320,-0.0939,-0.1494,46.19,0.7530
44.603,-0.7310,-0.0931,-0.1491,46.16,0.7518
44.637,-0.7294,-0.0934,-0.1457,46.07,0.7496
44.670,-0.7275,-0.0925,-0.1442,45.68,0.7474
44.703,-0.7268,-0.0949,-0.1434,45.41,0.7469
44.737,-0.7265,-0.0944,-0.1391,45.36,0.7457
44.770,-0.7270,-0.0945,-0.1402,45.75,0.7464
44.803,-0.7276,-0.0946,-0.1414,46.25,0.7473
44.837,-0.7281,-0.0947,-0.1424,46.76,0.7479
44.870,-0.7288,-0.0946,-0.1437,47.51,0.7488
44.903,-0.7291,-0.0947,-0.1444,48.25,0.7493
44.937,-0.7294,-0.0946,-0.1451,49.29,0.7497
44.970,-0.7296,-0.0943,-0.1457,49.91,0.7499
45.003,-0.7299,-0.0944,-0.1461,50.50,0.7503
45.037,-0.7300,-0.0942,-0.1465,51.22,0.7504
45.070,-0.7295,-0.0932,-0.1471,52.96,0.7500
45.103,-0.7293,-0.0923,-0.1479,55.06,0.7498
45.137,-0.7289,-0.0913,-0.1484,57.57,0.7494
45.170,-0.7274,-0.0895,-0.1481,59.51,0.7477
45.203,-0.7254,-0.0868,-0.1476,60.84,0.7454
45.237,-0.7237,-0.0843,-0.1471,61.50,0.7433
45.270,-0.7234,-0.0836,-0.1470,61.55,0.7429
45.303,-0.7239,-0.0844,-0.1472,60.63,0.7435
45.337,-0.7243,-0.0852,-0.1472,59.36,0.7440
45.370,-0.7241,-0.0850,-0.1471,58.43,0.7438
45.403,-0.7237,-0.0843,-0.1469,58.25,0.7432
45.437,-0.7239,-0.0847,-0.1470,58.23,0.7435
45.470,-0.7243,-0.0853,-0.1472,57.64,0.7441
45.503,-0.7250,-0.0864,-0.1474,56.62,0.7449
45.537,-0.7257,-0.0874,-0.1475,54.87,0.7457
45.570,-0.7261,-0.0881,-0.1474,53.06,0.7461
45.603,-0.7259,-0.0881,-0.1472,51.96,0.7459
45.637,-0.7256,-0.0878,-0.1469,51.41,0.7455
45.670,-0.7254,-0.0876,-0.1467,50.91,0.7453
45.703,-0.7246,-0.0871,-0.1459,49.39,0.7443
45.737,-0.7233,-0.0862,-0.1442,47.20,0.7426
45.770,-0.7238,-0.0868,-0.1444,46.49,0.7431
45.803,-0.7243,-0.0875,-0.1445,45.63,0.7437
45.837,-0.7249,-0.0884,-0.1447,44.63,0.7444
45.870,-0.7255,-0.0893,-0.1449,43.58,0.7452
45.903,-0.7262,-0.0902,-0.1451,42.51,0.7460
45.937,-0.7269,-0.0911,-0.1452,41.42,0.7469
45.970,-0.7277,-0.0920,-0.1454,40.31,0.7477
46.003,-0.7284,-0.0929,-0.1456,39.22,0.7486
46.037,-0.7292,-0.0938,-0.1457,38.11,0.7495
46.070,-0.7301,-0.0948,-0.1459,36.87,0.7505
46.103,-0.7311,-0.0959,-0.1461,35.46,0.7517
46.137,-0.7324,-0.0971,-0.1463,33.84,0.7531
46.170,-0.7337,-0.0984,-0.1466,32.10,0.7547
46.203,-0.7346,-0.0991,-0.1467,31.07,0.7556
46.237,-0.7351,-0.0996,-0.1468,30.38,0.7562
46.270,-0.7359,-0.1002,-0.1469,29.49,0.7570
46.303,-0.7367,-0.1008,-0.1470,28.53,0.7579
46.337,-0.7375,-0.1015,-0.1471,27.50,0.7589
46.370,-0.7384,-0.1022,-0.1472,26.47,0.7599
46.403,-0.7394,-0.1029,-0.1473,25.35,0.7609
46.437,-0.7406,-0.1038,-0.1475,23.97,0.7623
46.470,-0.7422,-0.1048,-0.1476,22.22,0.7640
46.503,-0.7433,-0.1055,-0.1477,21.01,0.7652
46.537,-0.7430,-0.1053,-0.1477,21.34,0.7649
46.570,-0.7423,-0.1048,-0.1476,22.14,0.7641
46.603,-0.7412,-0.1042,-0.1475,23.29,0.7629
46.637,-0.7401,-0.1034,-0.1474,24.59,0.7617
46.670,-0.7390,-0.1026,-0.1472,25.80,0.7605
46.703,-0.7381,-0.1020,-0.1471,26.81,0.7595
46.737,-0.7373,-0.1013,-0.1470,27.80,0.7586
46.770,-0.7365,-0.1007,-0.1469,28.75,0.7577
46.803,-0.7357,-0.1001,-0.1468,29.66,0.7569
46.837,-0.7350,-0.0995,-0.1467,30.54,0.7560
46.870,-0.7343,-0.0989,-0.1466,31.34,0.7553
46.903,-0.7338,-0.0984,-0.1465,32.03,0.7547
46.937,-0.7334,-0.0981,-0.1465,32.53,0.7543
46.970,-0.7332,-0.0979,-0.1464,32.81,0.7540
47.003,-0.7331,-0.0978,-0.1464,32.91,0.7539
47.037,-0.7331,-0.0978,-0.1464,32.92,0.7539
47.070,-0.7331,-0.0978,-0.1464,32.92,0.7539
47.103,-0.7331,-0.0978,-0.1464,32.92,0.7539
47.137,-0.7331,-0.0978,-0.1464,32.92,0.7539
47.170,-0.7331,-0.0978,-0.1464,32.92,0.7539
47.203,-0.7331,-0.0978,-0.1464,32.92,0.7539
47.237,-0.7331,-0.0978,-0.1464,32.91,0.7539
47.270,-0.7331,-0.0978,-0.1464,32.86,0.7540
47.303,-0.7333,-0.0980,-0.1465,32.61,0.7542
47.337,-0.7337,-0.0984,-0.1465,32.08,0.7547
47.370,-0.7343,-0.0989,-0.1466,31.35,0.7553
47.403,-0.7350,-0.0995,-0.1467,30.57,0.7560
47.437,-0.7355,-0.0999,-0.1468,29.89,0.7566
47.470,-0.7359,-0.1002,-0.1469,29.45,0.7571
47.503,-0.7359,-0.1003,-0.1469,29.37,0.7571
47.537,-0.7358,-0.1002,-0.1468,29.54,0.7570
47.570,-0.7356,-0.1000,-0.1468,29.83,0.7567
47.603,-0.7354,-0.0998,-0.1468,30.08,0.7565
47.637,-0.7353,-0.0997,-0.1468,30.18,0.7564
47.670,-0.7353,-0.0998,-0.1468,30.16,0.7564
47.704,-0.7353,-0.0998,-0.1468,30.13,0.7564
47.737,-0.7353,-0.0998,-0.1468,30.11,0.7564
47.770,-0.7353,-0.0998,-0.1468,30.11,0.7565
47.803,-0.7353,-0.0998,-0.1468,30.11,0.7565
47.837,-0.7354,-0.0998,-0.1468,30.09,0.7565
